estimated,actual,depth
45.0,27.0,7
0.0,0.0,7
5.0,19.0,7
2915.0,2485.0,7
262314.0,1130000.0,7
0.0,0.0,7
1.0,1.0,7
67416.0,0.0,7
14642.0,0.0,7
202268.0,0.0,7
44847.0,0.0,7
14642.0,0.0,7
463861.0,1.0,7
8.0,1.0,7
448465.0,0.0,7
14642.0,0.0,7
44847.0,0.0,7
14642.0,0.0,7
24737.0,0.0,7
11.0,1.0,7
113.0,113.0,7
12180.0,459925.0,7
41134.0,102516.0,7
6.0,0.0,7
1.0,1.0,7
5504.0,82837.0,7
1.0,1.0,7
11.0,1.0,7
0.0,0.0,7
9963.0,1292.0,7
3.0,0.0,7
1.0,1.0,7
1016.0,946.0,7
5.0,77.0,7
11.0,1.0,7
15291.0,4.0,7
0.0,18.0,7
4.0,4.0,7
45873.0,6.0,7
0.0,15.0,7
0.0,1.0,7
1504.0,85941.0,7
0.0,0.0,7
7.0,7.0,7
85.0,291144.0,7
0.0,0.0,7
1504.0,85941.0,7
0.0,0.0,7
0.0,1.0,7
0.0,0.0,7
3373.0,2315.0,7
0.0,0.0,7
0.0,4.0,7
4.0,4.0,7
0.0,0.0,7
3058.0,39789.0,7
0.0,0.0,7
5.0,76.0,7
113.0,113.0,7
123.0,3762.0,7
0.0,0.0,7
1.0,1.0,7
3058.0,104030.0,7
0.0,0.0,7
5.0,78.0,7
113.0,113.0,7
625.0,4069.0,7
0.0,15.0,7
1.0,1.0,7
448.0,23712.0,7
0.0,0.0,7
5.0,245.0,7
3.0,6.0,7
1.0,103.0,7
1.0,1.0,7
1805.0,4977.0,7
113.0,19.0,7
1.0,1.0,7
11.0,1.0,7
122.0,5.0,7
5.0,25.0,7
1.0,1.0,7
82269.0,16867.0,7
11.0,1.0,7
12180.0,459925.0,7
1.0,1.0,7
41134.0,102516.0,7
26.0,17898.0,7
0.0,0.0,7
7.0,7.0,7
14.0,14576.0,7
50.0,4614.0,7
0.0,2.0,7
1.0,1.0,7
0.0,0.0,7
3.0,189.0,7
0.0,0.0,7
0.0,0.0,7
20.0,18857.0,7
0.0,0.0,7
6.0,4108.0,7
0.0,0.0,7
7.0,7.0,7
2.0,37897.0,7
0.0,0.0,7
823.0,0.0,7
1.0,5.0,7
1.0,108.0,7
1.0,1.0,7
0.0,0.0,7
1.0,8813.0,7
1.0,0.0,7
135359.0,135086.0,7
0.0,2.0,7
14.0,2.0,7
1.0,1.0,7
135359.0,135086.0,7
0.0,1.0,7
18156.0,683.0,7
11.0,1.0,7
113.0,113.0,7
45389.0,1295.0,7
146421.0,134170.0,7
1582.0,2928.0,7
1.0,1.0,7
7.0,7.0,7
0.0,48.0,7
0.0,2.0,7
1.0,1.0,7
1582.0,2945.0,7
1.0,1.0,7
7.0,7.0,7
4.0,4.0,7
4.0,4.0,7
880280.0,1350000.0,7
146421.0,134170.0,7
3036.0,5186.0,7
0.0,0.0,7
23503.0,6715.0,7
1.0,7.0,7
13.0,32.0,7
12.0,12.0,7
12.0,12.0,7
23503.0,83401.0,7
11.0,13.0,7
49544.0,533717.0,7
0.0,0.0,7
13.0,33.0,7
12.0,12.0,7
9963.0,1292.0,7
8.0,32.0,7
12.0,12.0,7
44114.0,25874.0,8
1.0,0.0,8
7.0,0.0,8
37.0,7.0,8
0.0,0.0,8
0.0,1.0,8
1538.0,8448.0,8
1.0,92.0,8
1.0,1.0,8
17300.0,279686.0,8
0.0,0.0,8
0.0,13.0,8
4.0,4.0,8
50.0,5139.0,8
5.0,28.0,8
113.0,113.0,8
9627.0,2.0,8
0.0,16.0,8
0.0,2.0,8
50.0,39575.0,8
5.0,29.0,8
113.0,113.0,8
13763.0,204113.0,8
0.0,3.0,8
0.0,1.0,8
258.0,151.0,8
0.0,0.0,8
2599.0,29.0,8
0.0,3.0,8
0.0,1.0,8
1367.0,294247.0,8
0.0,0.0,8
15290.0,41556.0,8
455.0,4.0,8
1.0,1.0,8
1.0,1.0,8
15290.0,136728.0,8
11.0,57.0,8
1.0,5.0,8
1.0,1.0,8
5.0,26.0,8
0.0,0.0,8
1705.0,283.0,8
1.0,8.0,8
11.0,1.0,8
36707.0,613570.0,8
0.0,0.0,8
4982.0,0.0,8
451537.0,0.0,8
14947.0,0.0,8
146421.0,134170.0,8
44847.0,0.0,8
451537.0,0.0,8
4180000.0,1710000.0,8
448465.0,0.0,8
451537.0,0.0,8
44847.0,0.0,8
451537.0,0.0,8
4138.0,0.0,8
113.0,113.0,8
11.0,1.0,8
4060.0,15849.0,8
1.0,1.0,8
41134.0,102516.0,8
13.0,39.0,8
6905.0,110517.0,8
13.0,46.0,8
12.0,12.0,8
2.0,275.0,8
0.0,0.0,8
34113.0,86.0,8
1.0,1.0,8
10164.0,2882.0,8
0.0,0.0,8
113.0,113.0,8
137633.0,10.0,8
0.0,0.0,8
0.0,18.0,8
137633.0,10.0,8
0.0,0.0,8
0.0,15.0,8
4.0,4.0,8
501.0,71643.0,8
0.0,1.0,8
50.0,4614.0,8
1.0,63.0,8
1.0,1.0,8
501.0,23113.0,8
3.0,0.0,8
375.0,983.0,8
0.0,0.0,8
0.0,1.0,8
3.0,0.0,8
300.0,7668.0,8
2.0,0.0,8
11.0,1.0,8
71.0,172.0,8
1.0,21.0,8
1.0,1.0,8
300.0,60387.0,8
2.0,0.0,8
11.0,1.0,8
1562.0,452415.0,8
0.0,0.0,8
44.0,5622.0,8
0.0,0.0,8
44.0,5622.0,8
0.0,0.0,8
1805.0,4977.0,8
0.0,14.0,8
1.0,1.0,8
1129.0,33.0,8
0.0,0.0,8
5.0,16.0,8
113.0,113.0,8
660.0,125.0,8
137633.0,459925.0,8
0.0,0.0,8
11.0,1.0,8
137633.0,459925.0,8
0.0,34.0,8
5.0,12.0,8
113.0,113.0,8
411343.0,104892.0,8
8.0,5850.0,8
1.0,20.0,8
0.0,1.0,8
8.0,945.0,8
1.0,15.0,8
0.0,1.0,8
26.0,11921.0,8
0.0,0.0,8
0.0,0.0,8
0.0,0.0,8
0.0,0.0,8
18.0,17152.0,8
1.0,1.0,8
70.0,3240.0,8
0.0,1.0,8
1.0,1.0,8
2.0,34972.0,8
1.0,1.0,8
0.0,10.0,8
0.0,0.0,8
2.0,540.0,8
0.0,0.0,8
0.0,0.0,8
0.0,331.0,8
5.0,26.0,8
13536.0,24592.0,8
113.0,113.0,8
141.0,23558.0,8
0.0,84.0,8
5.0,454.0,8
13536.0,85941.0,8
113.0,113.0,8
15187.0,1449.0,8
1.0,0.0,8
113.0,113.0,8
11.0,1.0,8
12180.0,459925.0,8
1.0,1.0,8
15187.0,1449.0,8
2.0,0.0,8
11.0,1.0,8
158.0,34.0,8
0.0,0.0,8
0.0,1.0,8
1.0,30.0,8
0.0,1.0,8
158.0,47.0,8
0.0,0.0,8
1.0,2.0,8
2640000.0,2530000.0,8
1.0,1.0,8
1687.0,5186.0,8
1.0,1.0,8
235034.0,234997.0,8
11.0,15.0,8
235034.0,234997.0,8
23503.0,83401.0,8
2.0,6.0,8
1.0,1.0,8
46386.0,5039.0,8
0.0,0.0,8
44114.0,25523.0,9
7.0,0.0,9
3.0,0.0,9
1538.0,8448.0,9
5190.0,1418.0,9
0.0,13.0,9
3.0,3.0,9
506.0,6384.0,9
0.0,0.0,9
9561.0,33.0,9
1.0,1.0,9
506.0,66369.0,9
0.0,0.0,9
13670.0,754880.0,9
1.0,1.0,9
2582.0,406.0,9
1.0,1.0,9
2582.0,95.0,9
1.0,1.0,9
13670.0,754880.0,9
1.0,1.0,9
1529.0,16925.0,9
4551.0,52.0,9
3058.0,104030.0,9
11.0,57.0,9
0.0,3.0,9
1705.0,283.0,9
113.0,113.0,9
12234.0,210351.0,9
5.0,109.0,9
113.0,113.0,9
44847.0,0.0,9
14642.0,0.0,9
451537.0,0.0,9
2620000.0,1.0,9
448465.0,0.0,9
235034.0,234997.0,9
2620000.0,1.0,9
451537.0,0.0,9
2620000.0,1.0,9
41384.0,0.0,9
45873.0,15849.0,9
0.0,0.0,9
13.0,49.0,9
411343.0,104892.0,9
690.0,110508.0,9
5.0,1.0,9
1.0,1.0,9
12.0,100.0,9
0.0,2.0,9
1.0,1.0,9
3411.0,86.0,9
0.0,0.0,9
10234.0,1439.0,9
0.0,2.0,9
1.0,1.0,9
113.0,113.0,9
11.0,1.0,9
12180.0,10.0,9
1.0,1.0,9
113.0,113.0,9
11.0,1.0,9
12180.0,10.0,9
1.0,1.0,9
501.0,71643.0,9
501.0,23113.0,9
50.0,4614.0,9
1.0,63.0,9
1.0,1.0,9
37.0,0.0,9
37.0,0.0,9
37.0,0.0,9
717.0,4974.0,9
717.0,207.0,9
896.0,45589.0,9
914.0,43372.0,9
1.0,10.0,9
1.0,1.0,9
6.0,6.0,9
1.0,103.0,9
448.0,23712.0,9
0.0,0.0,9
5.0,245.0,9
1792.0,71744.0,9
0.0,0.0,9
5.0,184.0,9
1137.0,12.0,9
0.0,2.0,9
1.0,1.0,9
66.0,32.0,9
0.0,1.0,9
1.0,1.0,9
11.0,1.0,9
12180.0,459925.0,9
5.0,15.0,9
113.0,113.0,9
5097.0,16.0,9
0.0,0.0,9
11.0,1.0,9
137633.0,459925.0,9
2.0,0.0,9
11.0,1.0,9
14.0,116783.0,9
26.0,2413.0,9
0.0,0.0,9
7.0,7.0,9
2.0,3958.0,9
1.0,73.0,9
1.0,1.0,9
1.0,178.0,9
0.0,0.0,9
0.0,0.0,9
1.0,228.0,9
0.0,0.0,9
18.0,17152.0,9
1.0,67.0,9
1.0,1.0,9
5.0,242.0,9
0.0,0.0,9
212.0,14835.0,9
0.0,0.0,9
0.0,5.0,9
2.0,34972.0,9
1.0,73.0,9
1.0,1.0,9
5.0,201.0,9
0.0,0.0,9
3.0,1080.0,9
0.0,0.0,9
0.0,0.0,9
0.0,5.0,9
0.0,0.0,9
11.0,1.0,9
13.0,165.0,9
2707.0,24592.0,9
0.0,2.0,9
11.0,1.0,9
1411.0,71011.0,9
1.0,1.0,9
1354.0,17879.0,9
0.0,2.0,9
11.0,1.0,9
136697.0,1350000.0,9
5.0,75.0,9
137633.0,459925.0,9
0.0,211.0,9
0.0,4.0,9
136697.0,1350000.0,9
5.0,75.0,9
113.0,113.0,9
17.0,6.0,9
3.0,20.0,9
0.0,1.0,9
0.0,3.0,9
17.0,28.0,9
18.0,18.0,9
18.0,18.0,9
235034.0,234997.0,9
11.0,13.0,9
4180000.0,4170000.0,9
44114.0,25523.0,10
0.0,3.0,10
1.0,1.0,10
37.0,0.0,10
0.0,0.0,10
8141.0,101036.0,10
0.0,0.0,10
4639.0,18964.0,10
1.0,1.0,10
5062.0,16748.0,10
1.0,1.0,10
1817.0,33.0,10
0.0,0.0,10
5062.0,164438.0,10
1.0,1.0,10
1367.0,294247.0,10
0.0,0.0,10
2599.0,116.0,10
0.0,3.0,10
0.0,1.0,10
258.0,32.0,10
0.0,0.0,10
13763.0,204113.0,10
0.0,3.0,10
0.0,1.0,10
1529.0,16925.0,10
1.0,6.0,10
1.0,1.0,10
4551.0,52.0,10
0.0,1.0,10
3058.0,104030.0,10
1.0,6.0,10
1.0,1.0,10
151.0,4918.0,10
0.0,0.0,10
0.0,3.0,10
1.0,12.0,10
12234.0,210351.0,10
0.0,0.0,10
12234.0,210351.0,10
0.0,0.0,10
11.0,1.0,10
14642.0,0.0,10
44847.0,0.0,10
14642.0,0.0,10
14642.0,0.0,10
448465.0,0.0,10
235034.0,234997.0,10
2620000.0,1.0,10
448465.0,0.0,10
235034.0,234997.0,10
14642.0,0.0,10
448465.0,0.0,10
235034.0,234997.0,10
79413.0,0.0,10
11.0,1.0,10
5097.0,5998.0,10
6.0,1.0,10
1.0,1.0,10
7890000.0,188972.0,10
11.0,1.0,10
3737.0,126985.0,10
9.0,4.0,10
1.0,25.0,10
1137.0,42.0,10
0.0,3.0,10
1.0,1.0,10
30705.0,1800.0,10
0.0,0.0,10
11.0,1.0,10
12180.0,250.0,10
0.0,33.0,10
4.0,4.0,10
113.0,113.0,10
11.0,1.0,10
12180.0,250.0,10
0.0,33.0,10
113.0,113.0,10
50.0,27870.0,10
1.0,34.0,10
1.0,1.0,10
501.0,23113.0,10
0.0,1.0,10
85.0,291144.0,10
0.0,0.0,10
375.0,1327.0,10
0.0,0.0,10
0.0,1.0,10
3.0,0.0,10
375.0,2219.0,10
0.0,0.0,10
0.0,1.0,10
71.0,4355.0,10
1.0,78.0,10
